#sigma_C12_B10
8.39518 8.39522 8.39528 8.39534 8.39542 8.39551 8.39562 8.39575 8.3959 8.39609 8.39631 8.39657 8.39689 8.39725 8.39769 8.39819 8.39878 8.39946 8.40023 8.40108 8.40201 8.40298 8.4039 8.40464 8.40498 8.40454 8.40272 8.39864 8.39101 8.37819 8.35839 8.33041 8.29479 8.25508 8.21726 8.18591 8.15997 8.1342 8.10442 8.06877 8.02599 7.97465 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 7.93339 
#sigma_O16_B10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.77452 3.67907 10.7758 18.8888 17.4573 13.9583 11.4076 10.0011 10.0563 10.1114 10.1666 10.2217 10.2769 10.332 10.3872 10.4423 10.4975 10.5526 10.6078 10.6629 10.7181 10.7732 10.8284 10.8835 10.9387 10.9938 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 
#sigma_O16_B11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31.2813 58.5792 72.7659 72.9095 62.4343 47.2047 33.0441 23.7025 20.0397 20.5884 22.9706 25.2714 26.6686 27.2336 27.3623 27.3594 27.3458 27.341 27.3401 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 27.34 
#sigma_Ne20_F19
25.2095 25.2099 25.2104 25.211 25.2117 25.2126 25.2136 25.2149 25.2163 25.2181 25.2202 25.2227 25.2257 25.2293 25.2334 25.2384 25.2442 25.2509 25.2586 25.2675 25.2774 25.2882 25.2995 25.3105 25.3197 25.3248 25.3217 25.3044 25.2643 25.1899 25.0693 24.8944 24.67 24.4224 24.1952 24.0226 23.8988 23.7883 23.6638 23.515 23.3366 23.1224 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 22.9503 
#sigma_Ne22_F19
21.455 21.4554 21.4558 21.4563 21.4569 21.4577 21.4585 21.4596 21.4609 21.4624 21.4642 21.4663 21.4688 21.4719 21.4754 21.4796 21.4845 21.4903 21.4969 21.5044 21.5128 21.522 21.5316 21.541 21.5489 21.5532 21.5505 21.5358 21.5016 21.4384 21.3357 21.1868 20.9959 20.7852 20.5918 20.4449 20.3395 20.2455 20.1395 20.0129 19.861 19.6788 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 19.5323 
#sigma_Mg24_F19
11.4891 11.4895 11.4899 11.4904 11.491 11.4917 11.4926 11.4937 11.495 11.4965 11.4984 11.5006 11.5033 11.5065 11.5104 11.5152 11.5209 11.5278 11.5361 11.5462 11.5584 11.5731 11.5909 11.6122 11.6376 11.6673 11.7011 11.7378 11.7739 11.8027 11.8119 11.7827 11.6931 11.5297 11.3087 11.0866 10.9247 10.8285 10.7549 10.6734 10.5761 10.4593 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 10.3654 
#sigma_Si28_F19
7.44492 7.44488 7.44483 7.44478 7.44471 7.44462 7.44452 7.44441 7.44426 7.44409 7.44389 7.44365 7.44337 7.44304 7.44264 7.44218 7.44164 7.44101 7.4403 7.43951 7.43864 7.43774 7.43688 7.43621 7.43909 7.49926 7.66074 7.93975 8.30686 8.67306 8.93822 9.08171 9.15956 9.19265 9.13587 8.97845 8.82204 8.74136 8.69001 8.63262 8.5638 8.48121 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 8.41483 
#sigma_Na23_F19
16.431 16.4313 16.4317 16.4322 16.4328 16.4334 16.4342 16.4352 16.4363 16.4377 16.4394 16.4414 16.4438 16.4467 16.4502 16.4543 16.4593 16.4653 16.4724 16.481 16.4911 16.5032 16.5174 16.534 16.5529 16.5739 16.5962 16.6175 16.6341 16.6388 16.6206 16.564 16.4522 16.2763 16.0501 15.8181 15.6315 15.5011 15.3921 15.2717 15.128 14.9556 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 14.817 
#sigma_Al27_F19
9.14798 9.14803 9.14808 9.14815 9.14823 9.14833 9.14845 9.1486 9.14878 9.149 9.14926 9.1496 9.15001 9.15052 9.15116 9.15197 9.153 9.15432 9.15603 9.15827 9.16123 9.16519 9.17052 9.1778 9.1904 9.25298 9.39501 9.60654 9.83113 9.99881 10.0942 10.1488 10.166 10.1126 9.96735 9.77506 9.6271 9.54757 9.48789 9.41999 9.33858 9.2409 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 9.16238 
#sigma_Al27_Mg24
27.8477 27.8486 27.8498 27.8511 27.8528 27.8548 27.8571 27.86 27.8634 27.8674 27.8722 27.878 27.8848 27.8929 27.9026 27.9139 27.9273 27.9429 27.9609 27.9817 28.0051 28.031 28.0586 28.0865 28.1119 28.13 28.1329 28.1086 28.0396 27.9032 27.6751 27.3395 26.9072 26.4328 26.007 25.7009 25.5044 25.3467 25.1741 24.9684 24.7215 24.4253 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 24.1872 
#sigma_Al27_Mg25
42.4438 42.4451 42.4467 42.4485 42.4508 42.4535 42.4567 42.4605 42.4651 42.4706 42.4772 42.485 42.4943 42.5053 42.5184 42.5338 42.552 42.5731 42.5977 42.6259 42.6577 42.6928 42.7303 42.7682 42.8027 42.8273 42.8313 42.7983 42.7045 42.5192 42.2094 41.7536 41.1663 40.5219 39.9434 39.5276 39.2607 39.0465 38.8121 38.5326 38.1972 37.7948 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 37.4713 
#sigma_Al27_Mg26
39.9012 39.9026 39.9043 39.9062 39.9086 39.9115 39.9148 39.9189 39.9238 39.9296 39.9365 39.9447 39.9545 39.9662 39.9799 39.9962 40.0153 40.0377 40.0636 40.0933 40.1268 40.1639 40.2035 40.2435 40.2799 40.3058 40.31 40.2752 40.1763 39.9808 39.654 39.1732 38.5538 37.874 37.2638 36.8253 36.5438 36.3178 36.0705 35.7757 35.422 34.9975 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 34.6563 
#sigma_Al27_Na23
24.6946 24.6956 24.6969 24.6983 24.7001 24.7022 24.7047 24.7077 24.7113 24.7156 24.7208 24.7269 24.7342 24.7429 24.7532 24.7654 24.7797 24.7966 24.8162 24.8388 24.8646 24.8935 24.9251 24.9582 24.9906 25.0181 25.0338 25.0268 24.9804 24.8712 24.6706 24.3512 23.9021 23.3524 22.786 22.3139 21.9945 21.7822 21.5897 21.3687 21.104 20.7863 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531 20.531
#sigma_Al27_Ne20
12.8469 12.8474 12.848 12.8487 12.8496 12.8506 12.8518 12.8533 12.8551 12.8572 12.8598 12.8629 12.8666 12.8711 12.8765 12.8831 12.891 12.9005 12.9121 12.926 12.9429 12.9634 12.988 13.0175 13.0527 13.0938 13.1407 13.1917 13.2424 13.2834 13.2982 13.2615 13.1437 12.9267 12.6327 12.338 12.1261 12.0046 11.9152 11.8175 11.7006 11.5604 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 11.4477 
#sigma_Al27_Ne21
16.3118 16.3125 16.3132 16.3141 16.3152 16.3165 16.3181 16.3199 16.3222 16.3249 16.3282 16.3321 16.3368 16.3426 16.3494 16.3577 16.3678 16.3799 16.3946 16.4123 16.4338 16.4597 16.491 16.5285 16.5731 16.6253 16.6849 16.7497 16.814 16.866 16.8848 16.8383 16.6887 16.4132 16.0398 15.6657 15.3967 15.2423 15.1289 15.0047 14.8564 14.6784 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 14.5353 
#sigma_Al27_Ne22
14.4045 14.405 14.4057 14.4065 14.4075 14.4086 14.41 14.4116 14.4136 14.416 14.4189 14.4224 14.4266 14.4316 14.4377 14.445 14.4539 14.4646 14.4775 14.4932 14.5122 14.5351 14.5627 14.5958 14.6352 14.6813 14.7339 14.7911 14.8479 14.8939 14.9105 14.8694 14.7373 14.494 14.1643 13.8339 13.5963 13.46 13.3598 13.2502 13.1192 12.962 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356 12.8356  
#sigma_Al27_O16
17.1852 17.1801 17.1739 17.1664 17.1574 17.1466 17.1334 17.1175 17.0983 17.0749 17.0465 17.0119 16.9698 16.9186 16.8565 16.7816 16.692 16.587 16.4681 16.3416 16.2229 16.142 16.1464 16.2932 16.6149 17.0607 17.5198 18.0007 18.6005 19.4588 20.5396 21.6034 22.3705 22.7597 22.8909 22.8214 22.5626 22.3011 22.1668 22.0724 21.9637 21.8333 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 21.7286 
#sigma_Al27_O17
9.16035 9.15762 9.15432 9.15035 9.14555 9.13976 9.13276 9.12429 9.11401 9.10154 9.08639 9.06796 9.04553 9.01826 8.98516 8.9452 8.89746 8.8415 8.7781 8.71067 8.64741 8.60427 8.60661 8.68487 8.85638 9.09396 9.33871 9.59504 9.91473 10.3723 10.9484 11.5154 11.9243 12.1318 12.2017 12.1646 12.0267 11.8873 11.8157 11.7654 11.7075 11.638 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 11.5821 
#sigma_Al27_O18
4.64953 4.64814 4.64647 4.64445 4.64202 4.63908 4.63553 4.63122 4.62601 4.61968 4.61199 4.60263 4.59125 4.57741 4.56061 4.54032 4.51609 4.48769 4.45551 4.42128 4.38918 4.36728 4.36846 4.40819 4.49524 4.61583 4.74006 4.87017 5.03243 5.26466 5.55708 5.8449 6.05242 6.15774 6.19322 6.17441 6.1044 6.03365 5.99733 5.97177 5.94237 5.9071 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 5.87876 
#sigma_Al27_N14
6.5135 6.51043 6.50674 6.50228 6.49691 6.49041 6.48256 6.47305 6.46152 6.44753 6.43053 6.40985 6.38467 6.35405 6.31688 6.27201 6.2184 6.15556 6.08439 6.00876 5.93799 5.89012 5.89388 5.98374 6.17926 6.44958 6.70101 6.86321 7.07436 7.47048 8.07826 8.77227 9.3311 9.62127 9.71102 9.71204 9.65832 9.59276 9.55813 9.53714 9.51371 9.48561 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 9.46303 
#sigma_Al27_N15
10.6059 10.6009 10.5949 10.5876 10.5789 10.5683 10.5555 10.54 10.5213 10.4985 10.4708 10.4371 10.3961 10.3463 10.2857 10.2127 10.1254 10.0231 9.90719 9.78404 9.6688 9.59086 9.59698 9.74329 10.0617 10.5018 10.9112 11.1753 11.5191 12.1641 13.1538 14.2838 15.1938 15.6663 15.8124 15.8141 15.7266 15.6198 15.5635 15.5293 15.4911 15.4454 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 15.4086 
#sigma_Al27_C12
